SMILES,Cluster_at_cutoff_0.2,Cluster_at_cutoff_0.3,Cluster_at_cutoff_0.25,Cluster_at_cutoff_0.35,Cluster_at_cutoff_0.4,Cluster_at_cutoff_0.45,Cluster_at_cutoff_0.5,Cluster_at_cutoff_0.55,Cluster_at_cutoff_0.6,Cluster_at_cutoff_0.65,Cluster_at_cutoff_0.75,Cluster_at_cutoff_0.7,Cluster_at_cutoff_0.8,Cluster_at_cutoff_0.85,Cluster_at_cutoff_0.9,Cluster_at_cutoff_0.95,Cluster_at_cutoff_0.99
CCOc1cc2c(cc1OCC)C(=O)C(CN(C)C)CC2.Cl,38952,36384,37902,34038,31085,13658,14391,8367,8940,4047,369,2247,17,1,0,0,0
COc1ccc(C=C2CCc3ccccc3C2=O)cc1OC,38951,36383,37901,34037,3281,2569,2493,1470,1264,1732,501,642,14,2,0,0,0
COc1cc2c(cc1OC)C(=O)C(C[NH+]1CCCCC1)CC2.[Cl-],38950,36382,37900,10702,12592,13657,3677,2871,2461,2602,369,2247,87,2,0,0,0
CN(C)C=C1CCc2ccc([N+](=O)[O-])cc2C1=O,38949,36381,37899,34036,31084,28179,24659,21661,13322,9918,1224,6543,21,12,0,0,0
CN(C)CC1CCc2ccccc2C1=O.Cl,38948,4855,37898,5770,7510,8892,2494,2871,2461,2602,369,192,17,1,0,0,0
COc1ccc2c(c1)CCC(CN(C)C)C2=O.Cl,38947,36380,37897,34035,31083,6113,2494,5555,4291,4047,184,2247,17,1,0,0,0
CC1CC(CN(C)C)C(=O)c2ccccc21.Cl,38946,36379,37896,34034,31082,28178,10183,10692,4909,4396,163,2247,17,1,0,0,0
Cc1ccc2c(c1)C(=O)C(CN1CCCCC1)CC2C.Cl,38945,36378,37895,34033,12585,13651,10184,1930,7545,2079,369,1608,7,1,0,0,0
Cc1cc2c(cc1C)C(=O)C(C[NH+]1CCCCC1)CC2.[Cl-],38944,36377,37894,10702,12592,4431,3677,2871,2461,2602,1524,3087,671,124,0,0,0
O=C1c2ccccc2CCC1C1SCCS1,38943,36376,37893,34032,31081,13656,14390,14172,13323,2602,1526,1514,635,5,0,0,0
CCc1ccc2c(c1)C(=O)C(C[NH+]1CCOCC1)CC2.[Cl-],38942,8459,37892,10701,7509,4431,3677,10694,10770,2602,369,5761,328,151,0,0,0
CCc1ccc2c(c1)C(=O)C(C[NH+]1CCCCC1)CC2.[Cl-],38941,8459,37891,10701,7509,4431,3677,2871,2461,2602,369,3087,114,5,0,0,0
O=C1C(=Cc2ccc(F)cc2)CCc2ccccc21,38940,8458,37890,3395,3281,2569,2493,1470,1264,2805,501,3443,91,6,0,0,0
Cl.O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1,38939,36375,37889,34031,31080,28177,24658,21660,8939,2602,248,1514,387,5,0,0,0
O=C1C(=Cc2ccc(O)cc2)CCc2ccccc21,38938,8458,37888,3395,3281,2569,2493,1470,1264,2805,501,3443,70,6,0,0,0
Cl.O=C1c2ccc(O)cc2CCC1CN1CCCCC1,38937,36374,37887,34030,12591,6113,4609,5555,1604,2079,369,1514,7,1,0,0,0
COc1cccc2c1CCCC2=O,38936,36373,37886,34029,31079,28176,24657,10693,10769,9919,252,6542,31,2,0,0,0
COc1ccc(C=C2CCc3ccccc3C2=O)cc1,38935,36372,37885,3395,3281,2569,2493,1470,1264,2805,501,900,85,6,0,0,0
COc1ccc2c(c1)CCC(CN1CCCCC1)C2=O.Cl,38934,36371,37884,5769,7508,6113,4609,5555,4291,2079,44,1514,7,1,0,0,0
COc1ccc2c(c1)C(=O)C(CN1CCCCC1)CC2.Cl,38933,36370,37883,5769,7508,6113,4609,5555,4291,2079,369,1514,7,1,0,0,0
CC1CC(C[NH+]2CCOCC2)C(=O)c2ccccc21.[Cl-],38932,8457,37882,10700,12590,13655,10183,10692,10768,8699,158,5761,119,5,0,0,0
CN1CCN(CC2CCc3ccccc3C2=O)CC1.Cl,38931,36369,37881,10699,12589,13653,2494,6784,2461,1227,56,1514,1,1,0,0,0
CC1CC(C[NH+]2CCCCC2)C(=O)c2ccccc21.[Cl-],38930,8457,37880,10700,12590,13655,10183,2871,2461,2602,1036,3087,114,5,0,0,0
Cc1ccc2c(c1)C(=O)C(CN1CCCCC1)CC2.Cl,38929,36368,37879,5769,7508,13654,2187,1930,1604,2079,369,1514,7,1,0,0,0
Cl.O=C1c2ccccc2CCC1CN1CCOCC1,38928,36367,37878,10699,12589,13653,2494,6784,2461,1375,5,278,2,1,0,0,0
O=C1CCCc2ccc([N+](=O)[O-])cc21,38927,36366,37877,34028,31078,28175,24656,21659,13322,9918,13,2721,21,12,3,0,0
O=C1CCCc2ccc(OCCCN3CCN(c4ccccc4)CC3)cc21,38926,36365,37876,10698,12588,6112,16,9,10,43,3,3,1,1,0,0,0
Cl.Cl.O=C1CCCc2cc(OCCCN3CCN(c4ccccc4)CC3)ccc21,38925,36364,37875,10698,12588,6112,16,9,10,43,3,3,1,1,0,0,0
O=C1c2ccccc2CCC1C[NH+]1CCCCC1.[Cl-],4415,8456,6378,10697,12586,4431,2494,2871,2461,2602,369,1489,103,5,0,0,0
O=C1C(=Cc2ccccn2)CCc2ccccc21,38924,36363,37874,34027,31077,28174,2493,1470,1264,2805,501,3443,91,33,0,0,0
O=C1C(=Cc2cccnc2)CCc2ccccc21,38923,36362,37873,34026,12587,2569,2493,1470,1264,2805,1526,3443,91,28,4,0,0
O=C1c2ccccc2CCC1C[NH+]1CCCC1.[Cl-],4415,8456,6378,10697,12586,13652,2494,2871,2461,2602,369,1514,103,5,0,0,0
Cc1cc2c(cc1C)C(C)CC(CN1CCCCC1)C2=O.Cl,38922,36361,37872,34025,12585,13651,10184,4791,1604,2079,214,1608,7,1,0,0,0
O=C1OC(=O)c2cccc3cccc1c23,38921,36360,37871,34024,31076,28173,11690,6783,4597,3465,1951,1931,411,178,4,0,0
CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,38920,36359,37870,34023,12584,13650,14389,3878,2732,1526,371,1931,308,0,0,0,0
CCCCOc1cc2c3c(cccc3c1)C(=O)N(CCN(CC)CC)C2=O,38919,8455,37869,10696,12583,2568,3676,3878,2732,1526,371,602,13,3,0,0,0
CCN(CC)CCN1C(=O)c2cccc3cccc(c23)C1=O.Cl,38918,36358,37868,34022,2399,2568,3676,3878,2732,1526,96,586,5,5,0,0,0
CCN(CC)CCN1C(=O)c2cccc3cc(OC)cc(c23)C1=O,38917,8455,37867,10696,2399,2568,3676,3878,2732,1526,96,602,13,1,0,0,0
CCN(CC)CCN1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,38916,8454,6377,10695,2399,2568,3676,3878,2732,1526,96,602,13,8,0,0,0
CN(C)CCN1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,38915,8454,6377,10695,2399,2568,3676,3878,2732,1526,371,1931,139,8,0,0,0
CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,38914,36357,37866,5768,7507,8891,10182,8366,7544,1526,1951,1931,255,6,0,0,0
CCOP(=S)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,38913,36356,37865,5768,7507,8891,10182,8366,7434,1526,70,1931,110,6,0,0,0
COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,38912,36355,37864,34021,31075,28172,24655,7304,13321,4512,163,6954,178,1,0,0,0
O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1CCN1CCCCC1,4414,8453,6376,10694,2399,2568,3676,3878,7543,5701,865,1731,7,3,3,0,0
O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1CCN1CCCC1,4414,8453,6376,10694,2399,2568,3676,3878,7543,5701,865,1931,9,3,0,0,0
O=C(NCCBr)c1cccc2ccccc12,38911,36354,37863,5767,3280,2637,2077,1469,534,470,47,71,28,1,0,0,0
NC(=O)c1cc2ccccc2cc1O,38910,36353,37862,34020,12578,13640,7521,5553,3787,341,10,97,28,0,0,0,0
Cl.NCCNC(=O)c1cc2ccccc2cc1O,38909,36352,37861,34019,31074,28171,14388,1994,3787,1765,443,491,3,0,0,0,0
NC(=O)c1ccc2c(c1)CCCC2,38908,36351,37860,34018,9676,11052,14387,8365,4609,2060,148,674,101,69,0,0,0
CC[NH+](Cc1ccccc1)C(=N)c1ccc(OC)c2ccccc12.[Cl-],38907,2211,37859,10693,370,91,151,218,369,433,670,448,87,0,0,0,0
CCC(C)N(C(=N)c1ccc(OC)c2ccccc12)C(C)CC.Cl,38906,36350,37858,34017,31073,28170,4608,218,369,830,670,1710,28,0,0,0,0
CCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12.[Cl-],53,21,81,29,61,91,151,218,369,433,10,308,33,4,0,0,0
CCCCCCCN(CCCCCCC)C(=N)c1ccc(OCCCC)c2ccccc12.Cl,4413,8452,6375,5766,4799,6111,268,318,817,812,10,308,11,4,0,0,0
CCCCCC[NH+](CCCCCC)C(=N)c1ccc(OCCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,10,308,33,4,0,0,0
CCCCCCCC[NH+](CCCCCCCC)C(=N)c1ccc(OCCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,10,308,33,4,0,0,0
CCCCC[NH+](CCCCC)C(=N)c1ccc(OCCCC)c2ccccc12.[Cl-],105,21,15,29,61,91,151,218,369,433,10,308,33,4,0,0,0
CCCC[NH+](C(=N)c1ccc(OC)c2ccccc12)c1ccc(OC)cc1.[Cl-],38905,36349,37857,34016,31072,13649,151,218,369,830,965,448,3,4,0,0,0
Cc1ccc(N=C(N)c2cccc3ccccc23)cc1Cl,38904,36348,37856,34015,7505,4430,3675,3877,2843,470,47,491,28,1,0,0,0
CCCCCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,83,448,35,0,0,0,0
CCCC[NH+](CCCC)C(=N)c1ccc(OCC)c2ccccc12.[Cl-],1568,189,81,29,61,91,151,218,369,433,670,308,418,0,0,0,0
CCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,22,83,308,35,0,0,0,0
CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12.Cl,4413,8452,6375,5766,4799,6111,268,318,817,812,10,308,11,0,0,0,0
CCCC[NH+](CCCC)C(=N)c1ccc(OC)c2ccccc12.[Cl-],739,189,764,360,61,91,151,218,369,433,670,448,265,0,0,0,0
CCCCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,83,448,35,0,0,0,0
CCCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,83,448,35,0,0,0,0
CCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12.[Cl-],53,21,15,29,61,91,151,218,369,433,83,308,35,0,0,0,0
CC[NH+](CC)C(=N)c1ccc(OC)c2ccccc12.[Cl-],38903,2211,37855,360,370,91,151,218,369,433,670,448,28,0,0,0,0
CCCCCCC[NH+](CCCCCCC)C(=N)c1ccc(OCC)c2ccccc12.[Cl-],16,21,114,29,61,91,151,218,369,433,670,308,35,0,0,0,0
CCCCCCCOc1ccc(C(=N)[NH+](CCCCCCC)CCCCCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,83,308,35,0,0,0,0
CCCCCCCN(CCCCCCC)C(=N)c1ccc(OC)c2ccccc12,38902,36347,37854,5766,4799,8890,4608,218,369,830,4,448,3,0,0,0,0
CCCCCCC[NH+](CCCCCCC)C(=N)c1ccc(OCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,83,308,35,4,0,0,0
CCCCCCCOc1ccc(C(=N)[NH+](CCCCCC)CCCCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,83,308,35,0,0,0,0
CCCCCCOc1ccc(C(=N)[NH+](CCCCCC)CCCCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,83,308,35,0,0,0,0
CCCCCC[NH+](CCCCCC)C(=N)c1ccc(OC)c2ccccc12.[Cl-],739,21,764,29,61,91,151,218,369,433,670,448,265,4,0,0,0
CCOc1ccc(C(=N)[NH+](CC(C)C)CC(C)C)c2ccccc12.[Cl-],38901,4031,37853,1501,61,620,369,218,369,433,670,308,418,0,0,0,0
COc1ccc(C(=N)[NH+](CC(C)C)CC(C)C)c2ccccc12.[Cl-],38900,2210,37852,1502,370,91,151,218,369,433,670,308,29,2,0,0,0
CCOc1ccc(C(=N)[NH+](CCC(C)C)CCC(C)C)c2ccccc12.[Cl-],38899,189,37851,1501,61,620,151,218,369,433,670,308,418,0,0,0,0
COc1ccc(C(=N)[NH+](CCC(C)C)CCC(C)C)c2ccccc12.[Cl-],38898,2210,37850,360,370,91,151,218,369,433,670,448,29,0,0,0,0
CCCCCCCOc1ccc(C(=N)[NH+](C(C)C)C(C)C)c2ccccc12.[Cl-],4412,550,6374,29,183,202,268,318,369,22,83,5,11,0,0,0,0
COc1ccc(C(=N)[NH+](C(C)C)C(C)C)c2ccccc12.[Cl-],38897,36346,37849,1502,370,202,151,218,369,433,670,308,29,0,0,0,0
CCCCCCCCOc1ccc(C(=N)[NH+](C(C)C)C(C)C)c2ccccc12.[Cl-],4412,550,6374,29,183,202,268,318,369,22,83,5,11,0,0,0,0
CCCCCOc1ccc(C(=N)N(C(C)C)C(C)C)c2ccccc12.Cl,38896,36345,37848,34014,4799,6111,268,318,817,433,10,104,11,0,0,0,0
COc1cccc(OC)c1N=C(N)c1cccc2ccccc12,38895,36344,37847,34013,7506,4430,3675,3877,534,1862,47,491,28,1,0,0,0
CCCCCCCC[NH+](CCCCCCCC)C(=N)c1ccc(OCCCCCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,83,308,35,0,0,0,0
CCCCCCCC[NH+](CCCCCCCC)C(=N)c1ccc(OC)c2ccccc12.[Cl-],739,240,764,29,61,91,151,218,369,433,4,448,3,4,0,0,0
CCCCC[NH+](CCCCC)C(=N)c1ccc(OCC)c2ccccc12.[Cl-],105,21,15,29,61,91,151,218,369,433,670,308,359,0,0,0,0
CCCCCCOc1ccc(C(=N)[NH+](CCCCC)CCCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,83,308,35,0,0,0,0
CCCCC[NH+](CCCCC)C(=N)c1ccc(OC)c2ccccc12.[Cl-],739,240,764,360,61,91,151,218,369,433,670,448,263,0,0,0,0
CCCCCOc1ccc(C(=N)[NH+](CCCCC)CCCCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,433,670,104,35,0,0,0,0
CCCCCCCOc1ccc(C(=N)[NH+](CCC)CCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,22,83,308,35,0,0,0,0
CCC[NH+](CCC)C(=N)c1ccc(OC)c2ccccc12.[Cl-],38894,240,764,360,370,91,151,218,369,433,670,448,45,0,0,0,0
CCCCCCCCCOc1ccc(C(=N)[NH+](CCC)CCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,22,83,5,3,0,0,0,0
CCCCCCCCOc1ccc(C(=N)[NH+](CCC)CCC)c2ccccc12.[Cl-],16,21,15,29,61,91,151,218,369,22,83,5,3,0,0,0,0
CCCCCOc1ccc(C(=N)[NH+](CCC)CCC)c2ccccc12.[Cl-],53,21,15,29,61,91,151,218,369,433,83,308,35,0,0,0,0
CC[NH+](C(=N)c1ccc(OC)c2ccccc12)c1ccccc1C.[Cl-],38893,36343,37846,34012,31071,13648,151,218,369,433,670,448,28,0,0,0,0
NC(=Nc1ccccc1O)c1cccc2ccccc12,38892,36342,37845,34011,7506,13647,3675,1469,534,470,47,491,28,15,0,0,0
COc1ccccc1N=C(N)c1cccc2ccccc12,38891,36341,37844,34010,7506,4430,3675,3877,534,1862,10,491,2,0,0,0,0
COc1ccc(N=C(N)c2cccc3ccccc23)cc1,38890,8451,37843,10692,7505,4430,3675,2582,534,1301,47,491,28,22,0,0,0
Cc1ccc(N=C(N)c2cccc3ccccc23)cc1,38889,8451,37842,10692,7505,4430,3675,3877,534,470,47,491,28,15,0,0,0
CCC1CCC(CCC(=O)O)C1,38888,36340,37841,34009,2774,3815,5155,5554,6414,5952,157,4849,63,26,0,0,0
CCC1CCC(CCC(=O)[O-])C1.CCC1CCC(CCC(=O)[O-])C1.[Co+2],509,1643,969,2665,2774,3815,5155,5554,6414,5952,19,4849,44,26,0,0,0
CCC1CCC(CCC(=O)[O-])C1.CCC1CCC(CCC(=O)[O-])C1.[Cu+2],509,1643,969,2665,2774,3815,5155,5554,6414,5952,19,4849,44,26,0,0,0
O=C([O-])c1ccc2ccccc2c1.O=C([O-])c1ccc2ccccc2c1.[Mg+2],998,2866,1771,4319,5861,3351,3673,2270,1369,612,253,221,28,20,0,0,0
CCC1CCC(CCC(=O)[O-])C1.CCC1CCC(CCC(=O)[O-])C1.[Zn+2],509,1643,969,2665,2774,3815,5155,5554,6414,5952,19,4849,44,26,0,0,0
Nc1nc2c(ccc3ccccc32)[nH]1,38887,36339,37840,34008,31070,28169,24654,21658,9730,8698,47,6541,171,25,2,0,0
COc1ccc(-c2nc3c4ccccc4ccc3n2C(C)C)cc1,38886,36338,37839,34007,31069,28168,24653,21657,18187,11527,324,3593,28,22,0,0,0
CC(C)n1c(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)nc2ccc3ccccc3c21.O=C(O)CC(O)(CC(=O)O)C(=O)O,38885,36337,37838,34006,31068,28167,24652,21656,13320,127,51,687,34,1,0,0,0
c1ccc2c(c1)CCC1C2N=C2SCCN21,4411,8450,6373,10691,12582,8889,10181,8364,7542,7753,831,5760,103,5,0,0,0
C1=C2c3nc4sccn4c3CCC2CCC1,38884,36336,37837,34005,31067,28166,24651,21655,18186,14067,5730,10052,2388,736,6,0,0
c1ccc2c(c1)CCC1N=C3SCCN3C21,38883,36335,37836,34004,31066,28165,24650,8364,7542,7753,2351,5760,43,5,7,0,0
Cl.c1ccc2c(c1)CCC1C2N=C2SCCN21,4411,8450,6373,10691,12582,8889,10181,8364,7542,7753,831,5760,43,5,0,0,0
CC1SC2=NC3c4ccccc4CCC3N2C1(O)c1ccccc1,38882,36334,37835,34003,31065,28164,24649,21654,7542,7753,2351,8105,103,1,0,0,0
CC(Cl)CN1COc2ccc3c4c(ccc3c2C1)OCN(CC(C)Cl)C4,38881,36333,37834,34002,31064,28163,24648,21653,18185,11526,5454,7460,2571,3,1,0,0
c1cc2c3c(ccc2c2c1OCN(C1CCCCC1)C2)OCN(C1CCCCC1)C3,38880,36332,37833,34001,31063,28162,24647,21652,18184,11526,1386,7460,498,171,0,0,0
O=C1c2ccccc2C(=O)c2c1ccc1c2[nH]c2ccccc21,38879,36331,37832,34000,31062,28161,24646,21651,18183,7752,363,202,41,101,0,0,0
CC1=C(O)C2=C(C(=O)C1=O)C(CO)N1C(C#N)C3CC4C(C1C2N1CCOC41)N3C,38878,8449,37831,5765,7504,8888,10180,10691,10767,9917,5453,8104,1333,530,0,0,0
OCC1COc2cc3ccccc3cc2O1,38877,36330,37830,33999,31061,13646,7522,6782,5572,150,640,2189,74,1,0,0,0
CN(CCCl)CC1COc2cc3ccccc3cc2O1.Cl,38876,36329,37829,33998,31060,1346,7522,840,5572,3716,2505,3977,50,1,0,0,0
[Cl-].[NH3+]C1CCc2cc3c(cc2C1)OCO3,38875,36328,37828,33997,31059,28160,24645,21650,13305,5177,1262,5759,84,77,38,0,0
CC1(CC(=O)O)Oc2cc3ccccc3cc2O1,38874,36327,37827,33996,31058,13645,14386,14171,13319,2446,253,71,0,0,0,0,0
CC[NH+](CC)CCOCCC1(C)Oc2cc3ccccc3cc2O1.O=C(O)CC(O)(CC(=O)O)C(=O)[O-],38873,36326,37826,33995,12581,2176,2629,3027,3498,2446,969,1840,131,38,0,0,0
CCN(CC)CCNCCCC1(C)Oc2cc3ccccc3cc2O1.Cl.Cl,38872,36325,37825,33994,31057,28159,24644,3403,13318,8697,67,1840,60,5,0,0,0
CC1(CCOCC[NH+]2CCOCC2)Oc2cc3ccccc3cc2O1.O=C(O)CC(O)(CC(=O)O)C(=O)[O-],38871,36324,37824,33993,12581,13644,8225,4876,4480,2446,158,1840,131,17,0,0,0
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,38870,36323,37823,33992,31056,28158,24643,21649,18182,11525,1504,8912,28,45,0,0,0
CCOC(=O)c1c(C)oc2c1ccc1c(OCC(O)CNCc3ccccc3)cccc12.Cl,38869,8448,37822,10690,12580,13643,14385,8363,6413,2553,614,1223,0,0,0,0,0
CCOC(=O)c1c(C)oc2c1ccc1c(OCC(O)CNC(C)C)cccc12.Cl,38868,8448,37821,10690,12580,13643,14385,8363,26,27,57,24,0,0,0,0,0
FC(F)=C1c2ccc3ccccc3c2OC1(F)F,38867,36322,37820,33991,31055,28157,24642,21648,18181,14066,47,6953,28,25,3,0,0
C=CCC1(C)c2c(C)c3c(c(O)c2OC1O)C(O)=C(C(C)C)C(=O)C3=O,38866,36321,37819,33990,31054,28156,24641,21647,18180,14065,6129,10051,2885,29,0,0,0
O=[N+]([O-])c1cc2c(ccc3ccccc32)o1,38865,36320,37818,33989,31053,28155,24640,21646,18179,1379,836,1909,28,15,3,0,0
CC1OC(=O)C2CC3CCCCC3C(C=CC3CCCC(C)N3C)C12,38864,36319,37817,33988,31052,28154,24639,21645,18178,14064,6128,10050,3160,566,32,0,0
O=C(O)c1cccc2ccccc12,38863,36318,37816,33987,7503,2637,3674,1469,534,128,21,71,0,0,0,0,0
O=C(O)c1ccc2ccccc2c1,38862,36317,37815,33986,5852,3351,3673,2270,1369,612,17,221,0,0,0,0,0
Nc1cc2ccccc2cc1C(=O)O,38861,36316,37814,33985,31051,28153,7521,5553,3787,5873,24,221,0,0,0,0,0
CCN(CC)CCOC(=O)c1ccc(N)c2ccccc12.Cl,38860,36315,37813,33984,31050,28152,932,17,6,2,6,1,0,0,0,0,0
O=C(NNC(=O)c1cccc2ccccc12)c1ccccc1Br,38859,36314,37812,33983,31049,2637,2982,1469,534,470,47,71,28,1,0,0,0
O=C(NNC(=O)c1cccc2ccccc12)c1cccc(Cl)c1,38858,36313,37811,3559,4988,4566,2982,3952,534,470,149,491,18,1,0,0,0
CC[NH+](CC)CCOC(=O)c1cccc2ccccc12.[Cl-],38857,8447,37810,10689,12579,13641,2492,1515,133,145,14,71,0,0,0,0,0
CC[NH+](CC)CCOC(=O)C1C=CCc2ccccc21.[Cl-],38856,36312,37809,33982,31048,28151,2243,1963,6412,145,14,85,43,0,0,0,0
O=C(O)c1c(O)c(O)cc2ccccc12,38855,36311,37808,33981,31047,13642,14384,14170,13317,5700,21,71,28,0,0,0,0
C[NH+](C)CCOC(=O)c1cccc2ccccc12.[Cl-],38854,8447,37807,10689,12579,13641,2492,1469,534,281,47,71,0,0,0,0,0
O=C(O)c1cc2ccccc2cc1O,38853,36310,37806,33980,12578,13640,7521,5553,3787,1765,24,221,28,0,0,0,0
COc1ccc(N=Nc2cc(C(=O)O)c(O)c3ccccc23)cc1,38852,36309,37805,33979,31046,13639,14383,14169,13316,9916,11,3442,8,0,0,0,0
Cc1ccccc1N=Nc1cc(C(=O)O)c(O)c2ccccc12,38851,36308,37804,33978,31045,13639,14383,14169,13316,5176,1038,3442,51,0,0,0,0
COc1ccc(C(=O)N=NC(=O)c2cccc3ccccc23)cc1,38850,36307,37803,33977,31044,28150,24638,21644,534,470,47,15,3,0,0,0,0
CC(=O)Oc1c(C(=O)O)cc2ccccc2c1Cc1c(OC(C)=O)c(C(=O)O)cc2ccccc12,38849,36306,37802,33976,31043,28149,2491,3331,13315,6107,21,71,28,0,0,0,0
O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,38848,36305,37801,33975,31042,4050,2491,3331,2930,1816,24,71,28,0,0,0,0
O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)OCCOCCN3CCN(C(c4ccccc4)c4ccc(Cl)cc4)CC3)cc3ccccc23)c1O,38847,36304,37800,33974,31041,13638,2981,3876,3019,558,97,196,1,0,0,0,0
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,38846,36303,37799,1319,1593,4429,5820,3875,1953,2351,819,713,192,0,0,0,0
CCN(CC)CCCC(C)Nc1cc(OC)cc2c1NCCC2.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,38845,36302,37798,33973,12577,4429,5820,3875,7541,2351,819,969,192,5,0,0,0
CN1CCCN=C1C=Cc1cccs1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,38844,36301,37797,33972,31040,28148,2491,3331,2930,2351,2581,969,152,0,0,0,0
CC1c2ccccc2C(=O)CC1C(=O)O,38843,36300,37796,33971,31039,28147,24637,14168,5622,4751,163,3507,103,0,0,0,0
O=C(Sc1ccccc1)c1ccc2ccccc2c1,38842,36299,37795,33970,31038,28146,3673,2270,1369,1903,116,221,39,0,0,0,0
CC[NH+](CC)CCOC(=O)C1CCCc2ccccc21.[Cl-],38841,36298,37794,33969,31037,28145,2243,1963,2573,1238,14,85,43,0,0,0,0
COC(=O)C1(c2ccccc2)CCC([NH+](C)C)c2ccccc21.[Cl-],38840,36297,37793,33968,31036,13637,14382,14167,13314,6035,438,2671,17,0,0,0,0
COC(=O)C1(c2ccccc2)CCC(N(C)C)c2ccccc21.Cl,38839,36296,37792,33967,31035,13637,14382,14167,13314,6035,188,2671,17,0,0,0,0
Oc1cccc2ccccc12,38838,36295,37791,33966,31034,28144,24636,3314,242,128,47,71,28,15,0,0,0
Oc1ccc2ccccc2c1,38837,36294,37790,33965,31033,3819,5159,6149,1369,612,253,221,28,0,0,0,0
Nc1cccc2cc(O)ccc12,38836,36293,37789,33964,31032,28143,24635,8362,8938,4909,963,3120,196,46,2,0,0
Nc1cccc2ccc(O)cc12,38835,36292,37788,33963,31031,28142,24634,8362,8938,4909,963,3120,196,0,0,0,0
Cl.Nc1ccc2ccc(O)cc2c1,38834,36291,37787,33962,31030,13636,14381,6635,10766,6274,1285,3764,95,46,2,0,0
Cc1cc(N)c2ccccc2c1O,38833,36290,37786,33961,31029,28141,24633,14166,10778,7755,47,4579,170,0,0,0,0
Oc1ccc2ccccc2c1N=Nc1ccc(CN(CCCl)CCCl)cc1,38832,36289,37785,33960,31028,1787,2738,8361,3786,1001,804,657,462,13,0,0,0
Oc1ccc2ccccc2c1Br,38831,36288,37784,33959,31027,28140,24632,3330,1862,1379,47,657,28,25,0,0,0
Oc1ccc2cc(Br)ccc2c1,38830,36287,37783,33958,9314,3819,5159,6149,5203,4992,793,3764,196,46,0,0,0
Oc1ccc2ccccc2c1Cl,38829,36286,37782,33957,31026,28139,24631,3330,1454,1379,47,657,28,0,0,0,0
Oc1ccc2ccccc2c1C(c1ccc(Cl)cc1)c1c(O)ccc2ccccc12,38828,36285,37781,33956,31025,28138,24630,21643,13313,1816,67,1386,28,4,0,0,0
CC1CCN(Cc2c(O)ccc3ccccc23)C(C)C1,38827,36284,37780,10688,12576,13635,14380,5552,1862,1816,2212,1386,28,1,0,0,0
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1O,38826,36283,37779,33955,31024,28137,11869,9366,492,5180,13,213,21,15,0,0,0
